snapshot_at_utc,videoId,title,description,channelId,channelTitle,publishedAt,categoryId,tags,thumbnail,viewCount,likeCount,commentCount,duration
2025-09-26T07:31:57.658843Z,sPLqsLsooJY,"米津玄師, 宇多田ヒカル Kenshi Yonezu, Hikaru Utada -  JANE DOE","劇場版『チェンソーマン レゼ篇』エンディング・テーマ
米津玄師, 宇多田ヒカル「JANE DOE」配信中

“JANE DOE,” the ending theme for Chainsaw Man – The Movie: Reze Arc, is now available.
The cover art features Reze, newly illustrated by Kenshi Yonezu. Enjoy!

━━━━━━━━━━━━━━
米津玄師「IRIS OUT」 
米津玄師, 宇多田ヒカル「JANE DOE」
━━━━━━━━━━━━━━
主題歌
米津玄師 「IRIS OUT」 
https://smej.lnk.to/IRISOUT

エンディング・テーマ
米津玄師, 宇多田ヒカル 「JANE DOE」  
https://smej.lnk.to/JANEDOE

16th シングル「IRIS OUT / JANE DOE」
https://reissuerecords.net/irisout_janedoe/

━━━━━━━━━━━━━━━━━━━
KENSHI YONEZU　- IRIS OUT
KENSHI YONEZU, HIKARU UTADA - JANE DOE
━━━━━━━━━━━━━━━━━━━
Theme Song
KENSHI YONEZU　- IRIS OUT
https://smej.lnk.to/IRISOUT

Ending Theme
KENSHI YONEZU, HIKARU UTADA　- JANE DOE
https://smej.lnk.to/JANEDOE

Official site
https://reissuerecords.net/irisout_janedoe/ 

━━━━━━━━━━━━━━━━
劇場版『チェンソーマン レゼ篇』
━━━━━━━━━━━━━━━━
https://chainsawman.dog/movie_reze/

【STORY】
悪魔の心臓を持つ「チェンソーマン」となり、公安対魔特異４課に所属するデビルハンターの少年・デンジ（戸谷菊之介）。
憧れのマキマ（楠木ともり）とのデートで浮かれている中、急な雨に見舞われ、
雨宿りしていると偶然“レゼ”（上田麗奈）という少女と出会った。
近所のカフェで働いているという彼女はデンジに優しく微笑み、二人は急速に親密に。
この出会いを境に、デンジの日常は変わり始めていく……

■劇場版『チェンソーマン レゼ篇』本予告／米津玄師「IRIS OUT」
https://youtu.be/pv8A7eubPQQ

■劇場版『チェンソーマン レゼ篇』公開記念PV／Ending Theme:米津玄師, 宇多田ヒカル「JANE DOE」Chainsaw Man – The Movie: Reze Arc”
https://youtu.be/qYcU41ew_BM


━━━━━━━━━━━━━━━━━━
 “Chainsaw Man – The Movie: Reze Arc” 
━━━━━━━━━━━━━━━━━━
For the first time, Chainsaw Man slashes his way onto the big screen in an epic, action-fueled adventure that continues the hugely popular anime series. Denji worked as a Devil Hunter for the yakuza, trying to pay off the debt he inherited from his parents, until the yakuza betrayed him and had him killed. As he was losing consciousness, Denji’s beloved chainsaw-powered devil-dog, Pochita, made a deal with Denji and saved his life. This fused the two together, creating the unstoppable Chainsaw Man. Now, in a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into his world, and Denji faces his deadliest battle yet, fueled by love in a world where survival knows no rules.

https://chainsawman.dog/movie_reze/


━━━━━━━━━━━━━━
米津玄師 2026 TOUR / GHOST
━━━━━━━━━━━━━━
11/ 6 (金)　　長野ビッグハット
11/ 7 (土)　　長野ビッグハット
11/11(水)　　神奈川 K-Arena Yokohama
11/12(木)　　神奈川 K-Arena Yokohama
11/18(水)　　大阪城ホール
11/19(木)　　大阪城ホール
11/27(金)　　マリンメッセ福岡A館
11/28(土)　　マリンメッセ福岡A館
12/ 3 (木)　　宮城 セキスイハイムスーパーアリーナ
12/ 4 (金)　　宮城 セキスイハイムスーパーアリーナ
12/ 8 (火)　　ポートメッセなごや 第1展示館
12/ 9 (水)　　ポートメッセなごや 第1展示館
12/16(水)　　神奈川 K-Arena Yokohama
12/17(木)　　神奈川 K-Arena Yokohama

チケット2次先行
Single「IRIS OUT / JANE DOE」CD封入シリアルナンバー受付（抽選）
受付期間　9月22日(月) 12:00～9月28日(日) 23:59
https://ticket.kenshiyonezu.jp/tour/2026


#米津玄師　#宇多田ヒカル　#チェンソーマン
#JANEDOE 

#Kenshiyonezu   #HikaruUtada  #chainsawman 


________________________________________________________________

X           　　　 https://twitter.com/hachi_08
Instagram 　   https://www.instagram.com/hachi_08/
TikTok              https://www.tiktok.com/@kenshiyonezu_08
YouTube          https://www.youtube.com/c/KenshiYonezuHACHI/

HP　　　　    http://reissuerecords.net
Merch　　　  https://shop.kenshiyonezu.jp

Staff Twitter 　      https://twitter.com/reissuerecords
Staff Instagram     https://www.instagram.com/reissue_records",UCUCeZaZeJbEYAAzvMgrKOPQ,Kenshi Yonezu  米津玄師,2025-09-23T11:00:06Z,10,米津玄師|ハチ|Kenshi Yonezu|HACHI|オリジナル|ORIGINAL|REISSUE RECORDS,https://i.ytimg.com/vi/sPLqsLsooJY/hqdefault.jpg,3939359,189894.0,7241.0,PT4M7S
2025-09-26T07:31:57.658843Z,lwlw0ChiSR0,Forza Horizon 6 - Official Teaser Trailer | Tokyo Game Show 2025,"Discover the breathtaking landscapes of Japan and become a racing Legend at the Horizon Festival in Forza Horizon 6, which will launch first on Xbox Series X|S consoles and PC in 2026, and PlayStation 5 post-launch. Wishlist now on the Microsoft Store and Steam! Forza.net

____________________________________________________
FOLLOW FORZA
Official Site – http://forza.net/
Discord – https://discordapp.com/invite/forza

FOLLOW FORZA HORIZON
Twitter –   / forzahorizon  
Instagram –   / forzahorizonofficial  
Facebook –   / forzahorizon  
TikTok –   / forzahorizon  
Whatsapp - Forza Horizon

FOLLOW FORZA MOTORSPORT
Twitter –   / forzamotorsport  
Instagram –   / forzamotorsport  
Facebook –   / forzamotorsport",UCydtMNspoPAlqBjFSGnigSw,Forza,2025-09-25T10:48:53Z,20,forzahorizon6|forza|fh6|forzahorizon|forza horizon|forza horizon 6,https://i.ytimg.com/vi/lwlw0ChiSR0/hqdefault.jpg,849959,69258.0,6193.0,PT1M2S
2025-09-26T07:31:57.658843Z,P6p3pos_54g,【公式】『ポケポケ』拡張パック「ハイクラスパックex」,"9月30日（火）に新しい拡張パック「ハイクラスパックex」が追加されるよ！
（提供期間：2025年9月30日（火）15:00〜2025年10月30日(木) 14:59）
「ハイクラスパックex」には、「最強の遺伝子」〜「空と海の導き」までに収録されたカードを多数再収録！1パック4枚入りで、♦︎4以上のカードが確定で封入されているよ！
また、「最強の遺伝子」〜「空と海の導き」までに収録されたポケモンexの一部のカードが新たなデザインで登場するほか、♦︎1〜♦︎3のカードは、全てミラーカードも同時に収録しているよ！
コレクションをもっと楽しもう！

『Pokémon Trading Card Game Pocket』公式サイト：
https://www.pokemontcgpocket.com/ja/
『Pokémon Trading Card Game Pocket』公式X：
@PokemonTCGP_JP
※ゲーム画面はすべて開発中のものです。

-----
チャンネル登録はこちら
http://www.youtube.com/user/PokemonCoJp?sub_confirmation=1

【ポケモンの最新情報をチェック！】
■オフィシャルサイト
https://www.pokemon.co.jp/
■X
https://twitter.com/pokemon_cojp
■ポケモン情報局
https://twitter.com/poke_times
■LINE
https://line.me/R/ti/p/@pokemon
■Instagram
https://www.instagram.com/pokemon_jpn/
■TikTok
https://www.tiktok.com/@pokemon
-----


#ポケモン #ポケットモンスター #ポケポケ

© 2024 Pokémon. © 1995-2024 Nintendo / Creatures Inc. / GAME FREAK inc.
© 2024 DeNA Co., Ltd.
ポケットモンスター・ポケモン・Pokémonは任天堂・クリーチャーズ・ゲームフリークの登録商標です",UC_SI1j1d8vJo_rYMV5o_dRg,ポケモン公式YouTubeチャンネル,2025-09-25T13:00:54Z,20,,https://i.ytimg.com/vi/P6p3pos_54g/hqdefault.jpg,459524,,1026.0,PT44S
2025-09-26T07:31:57.658843Z,kW5Wq-W_Kpc,STARGLOW / Moonchaser -Behind The Scenes-,"Pre-Debut Digital Single
'Moonchaser​​'

▼Streaming & Download
https://STARGLOW.lnk.to/Moonchaser

Written by SKY-HI, Sunny, ZEN, LOAR, Kosuke Crane
Produced by ZEN, Kosuke Crane, LOAR, SKY-HI
Recording Engineer : HIRORON (ATENE LAB)
Mixing Engineer : D.O.I. (Daimonion Recordings)
Mastering Engineer : Chris Gehringer

Moonchaser - Behind The Scenes -
Director / Camera : Takahiro Tsuboi (hof Inc.)
 

＜STARGLOW PROFILE＞  
BMSG主催のオーディション「THE LAST PIECE」から誕生した、RUI・TAIKI・KANON・ GOICHI・ADAMの5人組ダンス&ボーカルグループ『STARGLOW (スターグロウ)』。
唯一無二のスタイルをそれぞれがそれぞれの形に尖らせ続け、奇跡的な融合を見せるボーイバンド。
クオリティやアティテュードはもちろん、言語化し難いカリスマ性やオーラに至るまで、全てにおいて創業以来BMSGが掲げ続けた理想像、音楽力を体現。
届きそうもない星に手を伸ばすが如く壮大な夢を追いかけ続け、いつしか輝く側としてこの世に舞い降りた彼等が、世界一大きな夢を叶えにいく。

︎＜STARGLOW SNS＞
Official Website : https://starglow.tokyo/
X : https://x.com/starglow_bmsg
Instagram : https://www.instagram.com/starglow_bmsg
TikTok : https://www.tiktok.com/@starglow_bmsg
YouTube Channel : https://www.youtube.com/@starglow_bmsg

︎＜STARGLOW Official Fan Club＞
https://bmsg.shop/pages/starglow-fc-members

＜BMSG SNS＞
Official Website : https://bmsg.tokyo/
X : https://x.com/BMSG_official
Instagram : https://www.instagram.com/bmsg_official/
YouTube Channel：https://www.youtube.com/c/BMSG_official
  

#STARGLOW
#SG_Moonchaser
#BMSG
#THELASTPIECE
#RUI
#TAIKI
#KANON
#GOICHI
#ADAM",UC_Rub8Hzu0ZPRjCBgszCyMw,STARGLOW Official,2025-09-25T11:01:21Z,22,,https://i.ytimg.com/vi/kW5Wq-W_Kpc/hqdefault.jpg,175393,15044.0,690.0,PT3M14S
2025-09-26T07:31:57.658843Z,ITKHKz_UVjE,＜TWICE : ONE IN A MILL10N＞10th Anniversary Documentary Main Trailer,"＜TWICE : ONE IN A MILL10N＞10th Anniversary Documentary Main Trailer

TWICE SPECIAL ALBUM 
TEN: The Story Goes On

TWICE Official Shop: https://TWICE.lnk.to/Shop
TWICE Official YouTube: http://www.youtube.com/c/TWICE
TWICE Official Facebook: http://www.facebook.com/JYPETWICE
TWICE Official X(Twitter): http://www.twitter.com/JYPETWICE 
TWICE Official TikTok : https://www.tiktok.com/@twice_tiktok_official
TWICE Official Instagram: http://www.instagram.com/TWICETAGRAM
TWICE Official Homepage: http://TWICE.jype.com
TWICE Official FANS: https://jypfans.onelink.me/UuBp/1u3banhi 

ⓒ 2025 JYP Entertainment. All Rights Reserved

#TWICE #트와이스 #ONEINAMILL10N",UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,2025-09-25T13:00:44Z,10,TWICE|트와이스|ONE IN A MILLION|ONE IN A MILL10N.|다큐멘터리|DOCUMENTARY|TRAILER,https://i.ytimg.com/vi/ITKHKz_UVjE/hqdefault.jpg,103223,16067.0,633.0,PT31S
2025-09-26T07:31:57.658843Z,gG3_yzSjwBs,モンストニュース[9/25]『アニメ〈物語〉シリーズ』超究極「忍野扇」降臨！や12周年期間限定クエスト、モンフリ追加情報など、まもなく12周年を迎えるモンストの最新情報をお届けします！【モンスト公式】,"（2025/9/25 追記）
本動画内でご紹介した「ワンモア！選抜！11周年人気投票ガチャ」の開催終了日時に誤りがございました。正しくは10/4（土）11時59分となります。この度は混乱を招き、申し訳ございません。

0:00 オープニング
0:21  『アニメ〈物語〉シリーズ』第2弾コラボ開催中！
4:04 2025後期「ストライカーレコード」開催！
5:17 新黎絶「コポルネス」に新ギミック登場！
6:33 「ワンモア！選抜！11周年人気投票ガチャ」開催！
7:49  12周年記念 期間限定クエストが登場！
8:34 新限定キャラクター「アンドロイドダイナー」登場！
17:05 獣神化・改 情報！
21:31 グッズ・タイアップ情報
25:08 オンライン開催！イベント情報
26:48 来週までのモンストカレンダー

◆「MONST FREAK 2025」詳細やプレゼントキャンペーン情報はこちら！
https://www.monster-strike.com/entertainment-news/20250918_1.html

◆「MONST FREAK 2025」配信URL
⚫︎9月27日(土) 15時30分〜
https://youtube.com/live/QE9YaoMxFIA
⚫︎9月28日(日) 15時00分〜
https://youtube.com/live/C0hB-MEByaw

◆モンストイベントX
https://x.com/xflag_event

----------------
モンストニュースはモンスト公式YouTubeチャンネルにて配信中！

※営利目的による、本動画内の文章・画像等をはじめとした内容を引用元の記載無く無断転載及び複製等の行為はご遠慮ください。
※営利/非営利の目的を問わず、本公式ライブ配信/プレミア公開の映像・音声をミラー配信する行為は禁止とさせていただきます。

モンスト公式YouTubeチャンネルでは、獣神化やガチャ、轟絶などで降臨するモンスターの最新情報など、様々なモンスト動画を配信中！
---------------

▼モンストアプリのダウンロードはこちら
・Android版
https://play.google.com/store/apps/details?id=jp.co.mixi.monsterstrike

・iOS版
https://itunes.apple.com/jp/app/monsutasutoraiku/id658511662?mt=8

▼モンスト公式YouTubeチャンネル登録はこちら
https://www.youtube.com/user/monsterstrikepr

▼オーブがモンストアプリ内よりもお得に購入可能！モンストWEBショップはこちら
https://webshop.monster-strike.com/

★モンスターストライク（モンスト）とは？  
「モンスト」は、モンスターを指でひっぱって弾くだけの簡単操作で遊べる爽快アクションRPGアプリ！

▼モンスト公式サイト
https://www.monster-strike.com/

▼モンスト公式X
https://twitter.com/monst_mixi

▼モンストアニメ公式YouTubeチャンネル
https://www.youtube.com/c/AnimeMonsterstrike

▼モンソニ！公式YouTubeチャンネル
https://www.youtube.com/@monsoni_official

▼メタスト公式YouTubeチャンネル
https://www.youtube.com/@monst_metast
---------------

▼アプリ「モンソニ！」のダウンロードはこちら
https://monsoni.onelink.me/1P80/8y1sij5f

---------------
★モンストの中の人とは？ 
アプリ「モンスターストライク」の魅力をユーザーさんに伝える仕事をしているモンストの運営スタッフです。

☆もんすと放送局もあるよ☆
https://www.youtube.com/@monst_cast

　▼さなぱっちょ（モンストの中の人）
　https://twitter.com/monst_sanapacho

　▼ぱなえ（モンストの中の人）
　https://twitter.com/monst_panaee

　▼さしみ（モンストの中の人）
　https://twitter.com/monst_sashimii

　▼ちゃす（モンストの中の人）
　https://twitter.com/monst_chas

　▼ゆきのしん（モンストの中の人）
　https://twitter.com/xflag_yukinosin

　▼たけちょり（モンストの中の人）
　https://twitter.com/xflag_takechori

　▼りるきい（モンストの中の人）
　https://twitter.com/monst_rilkii

　▼ほまれおん（モンストの中の人）
　https://twitter.com/monst_homareon

　▼ゆかんさ〜（モンストの中の人）
　https://twitter.com/monst_yukansaa

　▼にしぽん（モンストの中の人）
　https://twitter.com/monst_nishipon

　▼あみちょる（モンストの中の人）
　https://twitter.com/monst_amichoru

©MIXI",UCd9BXPj-KcMTh0HiB-Vlb8A,モンスト（モンスターストライク）公式,2025-09-25T07:00:06Z,20,モンスト|モンスターストライク|Monster Strike|モンストニュース|獣神化|怪物彈珠|彈珠爆新聞|最新情報|モンスト最新|モンストの日|獣神化・改|〈物語〉シリーズ|忍野扇|超究極|12周年|モンフリ|MONST FREAK 2025|期間限定クエスト|ワンモア！選抜！11周年人気投票ガチャ|黎絶|回転ランチャー|コポルネス|ストライカーレコード|アンドロイドダイナー|モンソニ|オペコ|セクシーローラー|メモリー|アブドゥーグ|ガリーナ,https://i.ytimg.com/vi/gG3_yzSjwBs/hqdefault.jpg,404842,5204.0,225.0,PT29M26S
2025-09-26T07:31:57.658843Z,KgzX98z_pNs,The Story of the Wind and I,"Provided to YouTube by Universal Music Group

The Story of the Wind and I · Ado

The Story of the Wind and I

℗ 2025 UNIVERSAL MUSIC LLC

Released on: 2025-09-26

Composer, Producer, Lyricist: Hiroji Miyamoto
Recordingarranger, Programmer: Mafumafu
Vocalist: Ado

Auto-generated by YouTube.",UC5DHwv9N4OQ9AWtKr8YSefw,Ado - Topic,2025-09-25T15:02:50Z,10,Ado|アド|The Story of the Wind and I|カゼトワタシノモノガタリ|風と私の物語,https://i.ytimg.com/vi/KgzX98z_pNs/hqdefault.jpg,112238,11045.0,495.0,PT5M49S
2025-09-26T07:31:57.658843Z,83M147c4QrU,鈴木福 VS “最強”ヒグマ　映画『ヒグマ!!』予告編　『ミスミソウ』内藤瑛亮監督,"劇場公開：2025年11月21日
作品情報：https://www.cinematoday.jp/movie/T0031356
公式サイト：https://higuma-movie.jp
(C) 2025映画「ヒグマ！！」

#鈴木福",UCRxDTCmIjgli-Xgh2KPE9dA,シネマトゥデイ,2025-09-25T08:00:15Z,1,鈴木福|ミスミソウ|内藤瑛亮|映画|予告|特報|ヒグマ|シネマトゥデイ,https://i.ytimg.com/vi/83M147c4QrU/hqdefault.jpg,15432,215.0,47.0,PT34S
2025-09-26T07:31:57.658843Z,8kMO7mg9vyU,TNTしかないネザーから脱出できるまで終われません！【マイクラ】,"全てがTNTになったネザーでゲートを作り、オーバーワールドへの脱出をめざす！はたしてドズル社メンバーはTNTだらけの世界から脱出することはできるのか！？
※今回ぼんじゅうるはお休みです

▼ドズル社メンバーのチャンネルはこちら
🦍ドズル
https://www.youtube.com/channel/UCcHiyP5BmBzbIW61W_tio7Q

🍆ぼんじゅうる
https://www.youtube.com/channel/UC7fNaSMYW29jHQmYZgZ5rkA

🍌おんりー
https://www.youtube.com/channel/UC5l8bnxxl26Q5PDG_jawcuw

☃️おらふくん
https://www.youtube.com/channel/UCIEgmfyQSPwrjXt1QpmNv0w

🐷おおはらMEN
https://www.youtube.com/channel/UCJk7u2v3Ib7M0e-k8TWPx5Q

▼ドズル社公式サイトはこちら！イベントなどの告知を確認できます
https://www.dozle.jp

▼メンバーシップ「ドズ主」の参加はこちら
https://www.youtube.com/channel/UCj4PjeVMnNTHIR5EeoNKPAw/join

▼ドズル社×LEVEL∞ コラボPC
https://www.pc-koubou.jp/pc/game_dozle.php

▼みんなへ
ども！ドズルです！

こんなところまでチェックしてくれて、ありがとうございます。
このメッセージを見ているあなたは、ドズル社のことを熱心に調べてくれていますね。
嬉しいです。

動画の中では、伝えられないメッセージをここでは書きます。

まず、いつも動画を見てくれて、ありがとうございます。
動画を見てくれることが一番の応援になります。
もっと応援したい！って人は動画をたくさん見てください！

動画を見てくれる人、高評価やコメントをしてくれる人、ドズル社を話題にしてくれる人、イラストを描いてくれる人、切り抜きをしてくれている人、イベントに来てくれる人、グッズを買ってくれる人、みんなのおかげで楽しく活動できています。
本当みんなありがとう！！！

ただ、応援しすぎて、疲れないようにしてください。
みなさんのペースで、ゆるーくながーく応援してくださいね。
今日、動画を見てくれた人が、
明日も、来週も、来年も、10年後も見たくなるような動画を作りつづけたい！

全部の動画を見なくてもいいです。
たまに動画を見てくれるだけでも、本当に嬉しいです。
好きな時に、ふらっと動画を見にきてください。

ドズル社は新しいチャレンジをして、アップデートします。
将来どんなことができるか、ワクワクです。
一緒にドズル社の変化を楽しみながら、人生というゲームを楽しみましょう！

ドズルより


BGM courtesy of https://www.epidemicsound.com/

＃ドズル社 #マイクラ #マインクラフト",UCj4PjeVMnNTHIR5EeoNKPAw,ドズル社,2025-09-25T09:15:06Z,20,ドズル社|ドズル|どずるしゃ|マイクラ|マインクラフト|おんりー|おらふくん|マイクラドズル社|ドズル社マイクラ|ドズル社pvp|ゲーム|ゲーム実況,https://i.ytimg.com/vi/8kMO7mg9vyU/hqdefault.jpg,328547,10639.0,260.0,PT37M34S
2025-09-26T07:31:57.658843Z,7H1u7lUBqbA,Handz In My Pocket,"Provided to YouTube by YOSHIMOTO CREATIVE AGENCY CO.,LTD

Handz In My Pocket · JO1

Handz In My Pocket(Special Edition)

℗ LAPONE ENTERTAINMENT

Released on: 2025-10-22

Lyricist: Masami Kakinuma
Lyricist: Kana Koizumi
Lyricist: TATSUNE
Lyricist: Ryan Shin
Lyricist: ChaMane
Composer: Ryan Shin
Composer: ChaMane
Composer: 808MALC
Composer: Flash Note
Arranger: 808MALC

Auto-generated by YouTube.",UCWyo-2Efw9aSmemM3LluERg,JO1 - Topic,2025-09-25T15:04:02Z,10,JO1|ジェイオーワン|Handz In My Pocket(Special Edition)|ハンズインマイポケットスペシャルエディション|Handz In My Pocket|ハンズインマイポケット,https://i.ytimg.com/vi/7H1u7lUBqbA/hqdefault.jpg,33622,4709.0,415.0,PT2M49S
2025-09-26T07:31:57.658843Z,ratk9GGGFDM,#5  さっくり進める SILENT HILL f ※ネタバレあり,"昭和の古い時代。とある地方の山間部にある寂れた田舎町、戎ヶ丘に住む高校生、深水雛子（しみず　ひなこ）。
彼女の日常は、ぼんやりとした灰色ではあっても、思春期相応の平凡なものだった。

だが、そのいつもの日常は唐突に崩れ去る。
見慣れた町は霧に包まれ、おぞましく変貌していく。
人の気配は消え、代わって、霧の中に奇怪な何かが蠢く。

変貌していく町を探索し、謎を解き、身を守る為に戦い、生き残れ。

向かい合わなければならなかった選択と、向き合う為に。
そして、殺さなければならない者を、殺す為に。

彼女が選ぶのは、美しき選択か。
それとも、おぞましき選択か。

美しくも、おぞましい選択の、物語。
大人向けコンテンツの説明
開発者はコンテンツを次のように説明しています：

このゲームには、性差別や児童虐待、いじめ、薬物による幻覚、拷問、強い暴力表現が含まれています。

本作は1960年代を舞台としているため、当時の世相や慣習に基づいた表現となっており、制作会社や個人の価値観を反映したものではありません。

ゲーム中に不快感を感じた場合は、いつでもプレイを中断し、休憩を取るか周りの人に相談してください。

9月25日販売↓
https://store.steampowered.com/app/2947440/SILENT_HILL_f/

提供 SILENT HILL f
公式サイト https://www.konami.com/games/silenthill/f/order/
©Konami Digital Entertainment


動画で予習して自分でもゲームに挑戦してみよう！（販売促進

◆チャンネル登録→ http://goo.gl/bbSz68
チャンネル登録＆コメントして頂けると本人の励みになります
▼Twitterもやってます→　https://twitter.com/gatchman666
■サブチャンネルではVtuberとしてLiveゲーム配信も行っています
→https://www.youtube.com/channel/UCqTGCMjeKOclEEfW8Vs7sXQ

動画は見るもの、ゲームは遊ぶものです。動画で少しでもゲームやホラーゲームに
興味を持っていただけたなら、いつかあなた自身の手でこの恐怖と興奮を体験し
無事に乗り越えてほしいと思います。
ゲームをクリアする。それも立派な実績だと私は思います。",UCWcEgYIOqq1BVr4Qm1sPuVg,あまり驚かないガッチマンはホラーゲームばかりやっている,2025-09-26T02:50:12Z,20,実況プレイ|ガッチマン|ホラーゲーム|ゲーム実況|SILENT HILL f|サイレントヒルF|静岡f,https://i.ytimg.com/vi/ratk9GGGFDM/hqdefault.jpg,56693,3281.0,472.0,PT1H13M3S
2025-09-26T07:31:57.658843Z,svv0pOxzA9Q,"STUTS - 99 Steps feat. Kohjiya, Hana Hope / THE FIRST TAKE","「THE FIRST TAKE」は、一発撮りのパフォーマンスを鮮明に切り取るYouTubeチャンネル。
  
第592回は、プロデューサー・トラックメーカーのSTUTSがKohjiyaとHana Hopeを迎えて「THE FIRST TAKE」に再登場。
披露するのは、今年「ポカリスエット」のCMに起用され話題を呼んだ楽曲「99 Steps feat. Kohjiya, Hana Hope」。
夢に向かってひた走る爽やかさや熱さを描いた本楽曲を、「THE FIRST TAKE」だけのグルーヴ感あるパフォーマンスにて披露する。
 
Written by Kohjiya, Akihisa Kitazato
Produced by STUTS

Chorus: Akihisa Kitazato

STREAMING & DOWNLOAD: https://stuts.lnk.to/99Steps

■STUTS OFFICIAL
Web Site: https://stutsbeats.com/
YouTube: https://www.youtube.com/user/stuts0623
X: https://x.com/STUTS_atik
Instagram: https://www.instagram.com/stuts_atik/
TikTok: https://www.tiktok.com/@stuts_atik

■Kohjiya OFFICIAL
YouTube: https://youtube.com/@kohjiya
Instagram: https://www.instagram.com/kohjiya/
TikTok: https://www.tiktok.com/@kohjiya

■Hana Hope OFFICIAL
YouTube: https://youtube.com/@HanaHope
X: https://x.com/hanahope_2022
Instagram: https://www.instagram.com/hanahope_official/
TikTok: https://www.tiktok.com/@itshanahope

■「THE FIRST TAKE」 OFFICIAL 
Web Site: https://www.thefirsttake.jp/
Instagram: https://www.instagram.com/the_firsttake/
X: https://x.com/The_FirstTake
TikTok: https://www.tiktok.com/@the_first_take
Playlist: https://lnk.to/sfhklx
FLASH THE FIRST TAKE: https://youtube.com/playlist?list=PLeLvSt3A0DdkKKDk6Q4jvGeDiUNGnS46E&feature=shared
THE FIRST TIMES: https://www.thefirsttimes.jp/

■RULES
白いスタジオに置かれた一本のマイク。 
ここでのルールはただ一つ。
一発撮りのパフォーマンスをすること。 

A microphone and a white studio.
And 1 rule.
You’ve got 1 TAKE.

■STATEMENT
一発撮りで切りとる。
今という時間と、
今しか出せない音を。

THE FIRST TAKE
この瞬間は、二度とない。

CAPTURE THE TAKE.
THIS MOMENT.
THIS SOUND.

THE FIRST TAKE
IT ONLY HAPPENS ONCE.

In episode 592, producer/trackmaker STUTS returns to THE FIRST TAKE, accompanied by Kohjiya and Hana Hope.
They will perform “99 Steps feat. Kohjiya, Hana Hope,” which gained wide attention after being featured on this year’s POCARI SWEAT commercial.
Enjoy this song capturing the refreshing drive and passion of running toward your dreams, in a groove-filled performance exclusively on THE FIRST TAKE.
 

CREDITS
― 
Director/Creative Director: Keisuke Shimizu
Art Director: Yo Kimura
Copywriter: Hiroshi Yamazaki
Director of Photogrphy: Kazuki Nagayama
DIT: Koichi Yuri
Chief Camera Assistant: Hisanori Watariguchi
Camera Assistant: Ryo Kawasaki, Hana Shintani
Lighting Director: Jun Sakai
Lighting Assistant: Akihiko Murata, Takayuki Takimoto, Kaisei Oikawa, Hiroaki Fukunaga, Miyuki Kawajiri
Stage Carpenter: studio noll
STUTS Stylist: Masaki Takahashi
Kohjiya Hair&Make up:  Masaki Takahashi
Hana Hope Stylist: Jun Ishikawa
Hair&Make up: Chiho
Offline Editor/Colorist/Online Editor: Tomoo Noda
Production Assistant: Kai Takaha, Yoshiko Okubo, Ayaka Masada, Nanako Takeuchi
Producer: Keisuke Nishikawa (session)


#THEFIRSTTAKE #STUTS #99Steps",UC9zY_E8mcAo_Oq772LEZq8Q,THE FIRST TAKE,2025-09-24T13:00:07Z,10,the first take|firsttake|ファーストテイク|ふぁーすとていく|一発撮り|TFT|音楽|音楽番組|STUTS|99 Steps|Kohjiya|Hana Hope,https://i.ytimg.com/vi/svv0pOxzA9Q/hqdefault.jpg,329281,15250.0,529.0,PT4M13S
